Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
14.07.2021,"22,500.00","22,500.00","22,500.00","22,500.00",0.83,39,"877,500","877,500"
13.07.2021,"22,314.00","22,314.00","22,314.00","22,314.00",0.01,10,"223,140","223,140"
12.07.2021,"22,312.00","22,312.00","22,312.00","22,312.00",-2.99,40,"892,480","5,451,480"
08.07.2021,"23,000.00","23,000.00","22,999.00","22,999.86",4.12,36,"827,995","827,995"
06.07.2021,"22,090.00","22,090.00","22,090.00","22,090.00",0.00,200,"4,418,000","4,418,000"
30.06.2021,"23,000.00","23,000.00","22,000.00","22,090.91",0.41,11,"243,000","243,000"
29.06.2021,"22,000.00","22,000.00","22,000.00","22,000.00",0.00,79,"1,738,000","1,738,000"
28.06.2021,"22,000.00","22,000.00","22,000.00","22,000.00",0.00,5,"110,000","110,000"
23.06.2021,"22,000.00","22,000.00","22,000.00","22,000.00",0.86,8,"176,000","176,000"
22.06.2021,"22,000.00","22,000.00","21,500.00","21,812.50",-0.85,8,"174,500","174,500"
21.06.2021,"22,000.00","22,000.00","22,000.00","22,000.00",0.00,19,"418,000","418,000"
17.06.2021,"22,000.00","22,000.00","22,000.00","22,000.00",-7.68,10,"220,000","220,000"
16.06.2021,"23,830.00",0,0,"23,830.00",0.00,0,0,"14,308,000"
14.06.2021,"23,830.00","23,830.00","23,830.00","23,830.00",6.15,3,"71,490","29,471,490"
10.06.2021,"22,500.00","22,500.00","22,400.00","22,450.00",2.19,10,"224,500","22,844,500"
09.06.2021,"22,000.00","22,000.00","21,899.00","21,969.47",0.34,86,"1,889,374","1,889,374"
08.06.2021,"21,899.00","21,899.00","21,895.00","21,896.07",0.00,267,"5,846,250","28,346,250"
07.06.2021,"21,897.00","21,897.00","21,897.00","21,897.00",-0.01,200,"4,379,400","4,379,400"
03.06.2021,"21,899.00","21,899.00","21,899.00","21,899.00",0.00,200,"4,379,800","4,379,800"
02.06.2021,"21,899.00","21,899.00","21,899.00","21,899.00",2.16,30,"656,970","656,970"
01.06.2021,"21,590.00","21,590.00","21,400.00","21,435.49",0.14,235,"5,037,340","5,037,340"
28.05.2021,"21,351.00","21,500.00","21,351.00","21,405.89",-0.39,95,"2,033,560","2,033,560"
27.05.2021,"21,350.00","21,500.00","21,350.00","21,490.38",0.74,156,"3,352,500","3,352,500"
26.05.2021,"21,630.00","21,630.00","21,100.00","21,333.29",1.59,126,"2,687,995","2,687,995"
25.05.2021,"21,000.00","21,000.00","21,000.00","21,000.00",0.00,6,"126,000","126,000"
20.05.2021,"21,000.00","21,000.00","21,000.00","21,000.00",0.02,115,"2,415,000","2,415,000"
19.05.2021,"21,000.00","21,000.00","20,055.00","20,996.63",1.56,281,"5,900,052","5,900,052"
14.05.2021,"20,600.00","20,750.00","20,600.00","20,674.70",0.36,164,"3,390,650","3,390,650"
11.05.2021,"20,600.00","20,600.00","20,599.00","20,599.79",0.00,24,"494,395","494,395"
10.05.2021,"20,600.00","20,600.00","20,600.00","20,600.00",4.57,21,"432,600","432,600"
04.05.2021,"19,700.00","19,700.00","19,700.00","19,700.00",-2.11,2,"39,400","39,400"
29.04.2021,"20,299.00","20,299.00","20,000.00","20,125.12",0.63,59,"1,187,382","1,187,382"
28.04.2021,"20,000.00","20,000.00","19,998.00","19,999.67",1.26,48,"959,984","959,984"
27.04.2021,"19,750.00","19,750.00","19,750.00","19,750.00",1.28,5,"98,750","98,750"
26.04.2021,"19,500.00","19,500.00","19,500.00","19,500.00",0.00,9,"175,500","175,500"
23.04.2021,"19,500.00","19,500.00","19,499.00","19,499.40",0.08,5,"97,497","97,497"
22.04.2021,"19,500.00","19,500.00","19,300.00","19,483.42",0.95,117,"2,279,560","2,279,560"
19.04.2021,"19,300.00","19,300.00","19,300.00","19,300.00",-0.09,247,"4,767,100","4,767,100"
16.04.2021,"19,300.00","19,400.00","19,300.00","19,318.06",-0.11,158,"3,052,253","3,052,253"
15.04.2021,"19,399.00","19,399.00","19,300.00","19,339.96",0.21,24,"464,159","464,159"
14.04.2021,"19,300.00","19,300.00","19,300.00","19,300.00",-0.95,2,"38,600","38,600"
13.04.2021,"19,500.00","19,500.00","19,379.00","19,485.80",2.55,114,"2,221,381","2,221,381"
09.04.2021,"19,001.00","19,002.00","19,001.00","19,001.40",0.01,10,"190,014","190,014"
08.04.2021,"19,000.00","19,000.00","19,000.00","19,000.00",0.01,28,"532,000","532,000"
06.04.2021,"19,000.00","19,000.00","18,990.00","18,997.50",0.16,40,"759,900","759,900"
02.04.2021,"18,999.00","18,999.00","18,960.00","18,967.71",0.01,79,"1,498,449","1,498,449"
01.04.2021,"18,970.00","19,000.00","18,800.00","18,966.04",2.26,48,"910,370","910,370"
31.03.2021,"18,550.00","18,551.00","18,520.00","18,546.14",-0.55,35,"649,115","649,115"
30.03.2021,"18,601.00","18,981.00","18,601.00","18,648.31",-1.81,78,"1,454,568","1,454,568"
29.03.2021,"18,982.00","19,010.00","18,982.00","18,992.50",-2.95,80,"1,519,400","1,519,400"
25.03.2021,"19,569.00","19,569.00","19,569.00","19,569.00",0.03,35,"684,915","684,915"
23.03.2021,"19,300.00","19,570.00","19,300.00","19,563.48",2.97,207,"4,049,640","4,049,640"
19.03.2021,"19,000.00","19,000.00","19,000.00","19,000.00",0.00,10,"190,000","190,000"
18.03.2021,"19,000.00","19,001.00","19,000.00","19,000.19",-2.52,26,"494,005","494,005"
17.03.2021,"19,490.00","19,500.00","19,490.00","19,491.33",1.99,30,"584,740","584,740"
16.03.2021,"19,150.00","19,150.00","19,100.00","19,111.54",0.06,26,"496,900","496,900"
10.03.2021,"19,100.00","19,100.00","19,100.00","19,100.00",0.00,3,"57,300","57,300"
09.03.2021,"19,100.00","19,100.00","19,100.00","19,100.00",1.61,8,"152,800","152,800"
08.03.2021,"18,795.00","18,800.00","18,795.00","18,797.50",-2.98,20,"375,950","375,950"
05.03.2021,"19,372.00","19,390.00","19,372.00","19,375.60",-2.98,25,"484,390","484,390"
03.03.2021,"19,999.00","19,999.00","19,900.00","19,970.71",-0.23,70,"1,397,950","1,397,950"
02.03.2021,"20,000.00","20,100.00","19,999.00","20,017.19",2.20,57,"1,140,980","1,140,980"
01.03.2021,"19,700.00","19,700.00","19,500.00","19,585.34",-1.80,116,"2,271,900","2,271,900"
26.02.2021,"19,350.00","20,400.00","19,303.00","19,944.22",-4.21,116,"2,313,530","2,313,530"
24.02.2021,"20,079.00","21,000.00","20,079.00","20,821.61",4.11,373,"7,766,459","7,766,459"
23.02.2021,"20,000.00","20,000.00","19,999.00","19,999.78",0.01,113,"2,259,975","2,259,975"
22.02.2021,"19,998.00","19,998.00","19,998.00","19,998.00",-0.01,34,"679,932","679,932"
19.02.2021,"20,000.00","20,000.00","19,999.00","19,999.72",0.42,36,"719,990","719,990"
18.02.2021,"19,900.00","20,000.00","19,900.00","19,916.54",-0.42,24,"477,997","477,997"
17.02.2021,"20,000.00","20,000.00","19,999.00","19,999.62",0.00,160,"3,199,940","3,199,940"
16.02.2021,"20,000.00","20,000.00","19,999.00","19,999.40",0.00,50,"999,970","999,970"
15.02.2021,"20,000.00","20,000.00","19,998.00","19,999.91",0.77,126,"2,519,989","2,519,989"
12.02.2021,"19,850.00","19,900.00","19,800.00","19,846.96",-0.03,230,"4,564,800","45,444,800"
11.02.2021,"19,850.00","19,989.00","19,650.00","19,852.05",1.63,83,"1,647,720","1,647,720"
10.02.2021,"19,650.00","19,650.00","19,499.00","19,534.02",0.68,161,"3,144,977","3,144,977"
09.02.2021,"19,448.00","19,500.00","19,300.00","19,401.90",0.53,385,"7,469,733","7,469,733"
08.02.2021,"19,290.00","19,390.00","19,290.00","19,298.76",0.75,525,"10,131,850","10,131,850"
05.02.2021,"19,160.00","19,160.00","19,100.00","19,155.34",0.29,365,"6,991,700","6,991,700"
04.02.2021,"19,100.00","19,100.00","19,100.00","19,100.00",0.53,105,"2,005,500","2,005,500"
03.02.2021,"19,000.00","19,000.00","19,000.00","19,000.00",-0.21,85,"1,615,000","1,615,000"
02.02.2021,"19,001.00","19,300.00","19,001.00","19,040.00",0.21,23,"437,920","437,920"
01.02.2021,"19,001.00","19,001.00","19,000.00","19,000.63",-0.57,112,"2,128,071","22,383,471"
29.01.2021,"19,218.00","19,218.00","19,000.00","19,109.27",1.62,71,"1,356,758","1,356,758"
28.01.2021,"18,811.00","18,811.00","18,800.00","18,804.40",1.46,5,"94,022","94,022"
27.01.2021,"18,800.00","18,800.00","18,500.00","18,533.33",-1.42,225,"4,170,000","4,170,000"
26.01.2021,"18,800.00","18,801.00","18,800.00","18,800.06",0.00,64,"1,203,204","1,203,204"
25.01.2021,"18,800.00","18,800.00","18,800.00","18,800.00",0.00,30,"564,000","564,000"
22.01.2021,"18,800.00","18,800.00","18,800.00","18,800.00",0.03,6,"112,800","112,800"
21.01.2021,"18,800.00","18,800.00","18,302.00","18,793.66",-0.03,314,"5,901,208","5,901,208"
20.01.2021,"18,800.00","18,801.00","18,800.00","18,800.05",0.00,100,"1,880,005","1,880,005"
18.01.2021,"18,801.00","18,801.00","18,800.00","18,800.13",0.35,23,"432,403","432,403"
15.01.2021,"18,850.00","18,850.00","18,701.00","18,734.81",-0.36,285,"5,339,422","5,339,422"
14.01.2021,"18,850.00","18,899.00","18,700.00","18,802.24",0.84,958,"18,012,549","18,012,549"
13.01.2021,"18,650.00","18,651.00","18,600.00","18,646.08",0.25,315,"5,873,515","5,873,515"
12.01.2021,"18,600.00","18,610.00","18,600.00","18,600.27",0.00,473,"8,797,930","8,797,930"
11.01.2021,"18,600.00","18,600.00","18,600.00","18,600.00",0.16,200,"3,720,000","3,720,000"
08.01.2021,"18,500.00","18,600.00","18,500.00","18,570.57",0.43,408,"7,576,792","7,576,792"
05.01.2021,"18,400.00","18,498.00","18,400.00","18,490.46",0.22,325,"6,009,400","6,009,400"
04.01.2021,"18,450.00","18,450.00","18,450.00","18,450.00",0.22,15,"276,750","276,750"
30.12.2020,"18,410.00","18,410.00","18,410.00","18,410.00",0.11,5,"92,050","92,050"
29.12.2020,"18,400.00","18,400.00","18,300.00","18,389.29",0.49,233,"4,284,704","4,284,704"
28.12.2020,"18,300.00","18,300.00","18,300.00","18,300.00",0.63,15,"274,500","274,500"
25.12.2020,"18,200.00","18,200.00","18,150.00","18,185.10",-0.46,50,"909,255","909,255"
24.12.2020,"18,270.00","18,270.00","18,270.00","18,270.00",0.38,100,"1,827,000","1,827,000"
23.12.2020,"18,200.00","18,200.00","18,200.00","18,200.00",0.00,24,"436,800","436,800"
22.12.2020,"18,200.00","18,200.00","18,200.00","18,200.00",-0.52,5,"91,000","91,000"
21.12.2020,"18,200.00","18,300.00","18,200.00","18,295.29",-0.01,85,"1,555,100","1,555,100"
18.12.2020,"18,300.00","18,300.00","18,200.00","18,297.83",-0.56,46,"841,700","841,700"
17.12.2020,"18,400.00","18,400.00","18,400.00","18,400.00",1.10,4,"73,600","73,600"
16.12.2020,"18,200.00","18,200.00","18,200.00","18,200.00",0.00,8,"145,600","145,600"
15.12.2020,"18,200.00","18,200.00","18,200.00","18,200.00",0.55,5,"91,000","91,000"
14.12.2020,"18,100.00","18,100.00","18,100.00","18,100.00",-0.36,47,"850,700","850,700"
10.12.2020,"18,200.00","18,200.00","18,100.00","18,165.15",0.27,66,"1,198,900","1,198,900"
09.12.2020,"18,100.00","18,200.00","18,100.00","18,116.67",-0.18,6,"108,700","108,700"
07.12.2020,"18,200.00","18,200.00","18,000.00","18,150.07",-0.27,268,"4,864,220","7,407,420"
04.12.2020,"18,200.00","18,200.00","18,199.00","18,199.40",2.62,5,"90,997","90,997"
02.12.2020,"17,810.00","17,810.00","17,716.00","17,734.80",3.11,25,"443,370","443,370"
01.12.2020,"17,200.00","17,200.00","17,200.00","17,200.00",-7.20,49,"842,800","842,800"
30.11.2020,"18,500.00","18,561.00","18,500.00","18,534.68",-1.39,114,"2,112,954","2,112,954"
26.11.2020,"18,702.00","18,800.00","18,702.00","18,795.59",-0.02,111,"2,086,310","2,086,310"
25.11.2020,"18,800.00","18,800.00","18,800.00","18,800.00",-2.38,137,"2,575,600","2,575,600"
23.11.2020,"19,100.00","19,300.00","19,100.00","19,258.33",2.74,30,"577,750","577,750"
20.11.2020,"19,000.00","19,000.00","18,500.00","18,744.23",1.87,47,"880,979","880,979"
19.11.2020,"18,400.00","18,400.00","18,400.00","18,400.00",-0.22,122,"2,244,800","2,244,800"
18.11.2020,"18,400.00","18,500.00","18,400.00","18,440.00",0.24,235,"4,333,400","4,333,400"
17.11.2020,"18,400.00","18,400.00","18,350.00","18,396.39",0.00,140,"2,575,495","2,575,495"
16.11.2020,"18,350.00","18,410.00","18,350.00","18,396.30",-0.01,138,"2,538,690","2,538,690"
12.11.2020,"18,301.00","18,500.00","18,301.00","18,397.29",-0.56,227,"4,176,184","4,176,184"
11.11.2020,"18,501.00","18,501.00","18,501.00","18,501.00",-0.96,5,"92,505","18,078,405"
10.11.2020,"18,700.00","18,700.00","18,600.00","18,680.00",-0.37,75,"1,401,000","1,401,000"
10.11.2020,"18,700.00","18,700.00","18,600.00","18,680.00",-0.37,75,"1,401,000","1,401,000"
06.11.2020,"18,700.00","18,899.00","18,700.00","18,749.76",-0.18,106,"1,987,475","1,987,475"
05.11.2020,"18,700.00","19,003.00","18,505.00","18,784.04",-1.52,426,"8,001,999","49,823,299"
04.11.2020,"19,030.00","19,100.00","19,030.00","19,074.44",0.29,180,"3,433,400","3,433,400"
03.11.2020,"19,099.00","19,200.00","18,999.00","19,018.72",-0.06,127,"2,415,377","2,415,377"
02.11.2020,"19,000.00","19,099.00","19,000.00","19,030.07",2.14,564,"10,732,959","10,732,959"
30.10.2020,"18,750.00","18,750.00","18,129.00","18,630.76",6.31,75,"1,397,307","45,512,307"
29.10.2020,"17,560.00","17,560.00","17,499.00","17,525.24",-0.39,603,"10,567,720","10,567,720"
28.10.2020,"17,579.00","17,600.00","17,579.00","17,593.14",-0.04,187,"3,289,917","3,289,917"
27.10.2020,"17,600.00","17,699.00","17,599.00","17,600.68",0.55,405,"7,128,277","7,128,277"
26.10.2020,"17,600.00","17,600.00","17,450.00","17,505.18",0.28,195,"3,413,510","3,413,510"
22.10.2020,"17,500.00","17,500.00","17,368.00","17,456.52",0.90,112,"1,955,130","1,955,130"
21.10.2020,"17,301.00","17,301.00","17,299.00","17,300.53",0.00,133,"2,300,970","2,300,970"
20.10.2020,"17,300.00","17,300.00","17,300.00","17,300.00",0.08,18,"311,400","311,400"
19.10.2020,"17,250.00","17,300.00","17,250.00","17,285.42",-0.08,96,"1,659,400","1,659,400"
16.10.2020,"17,300.00","17,300.00","17,299.00","17,299.89",-0.03,89,"1,539,690","1,539,690"
15.10.2020,"17,300.00","17,351.00","17,300.00","17,304.35",-1.12,232,"4,014,610","4,014,610"
13.10.2020,"17,500.00","17,500.00","17,500.00","17,500.00",-0.49,10,"175,000","175,000"
09.10.2020,"17,599.00","17,599.00","17,560.00","17,585.78",-0.08,59,"1,037,561","1,037,561"
07.10.2020,"17,600.00","17,600.00","17,600.00","17,600.00",1.73,10,"176,000","176,000"
05.10.2020,"17,300.00","17,300.00","17,300.00","17,300.00",-1.14,10,"173,000","173,000"
02.10.2020,"17,460.00","17,500.00","17,460.00","17,499.34",-0.47,61,"1,067,460","1,067,460"
29.09.2020,"17,600.00","17,600.00","17,500.00","17,582.50",2.82,60,"1,054,950","1,054,950"
28.09.2020,"17,100.00","17,100.00","17,100.00","17,100.00",0.00,10,"171,000","171,000"
24.09.2020,"17,100.00","17,100.00","17,100.00","17,100.00",-0.58,40,"684,000","684,000"
21.09.2020,"17,200.00","17,200.00","17,200.00","17,200.00",-1.02,10,"172,000","172,000"
18.09.2020,"17,500.00","17,600.00","17,200.00","17,377.77",-0.54,368,"6,395,020","6,395,020"
17.09.2020,"17,500.00","17,700.00","17,399.00","17,471.43",0.38,90,"1,572,429","1,572,429"
15.09.2020,"17,450.00","17,450.00","17,399.00","17,404.45",3.01,20,"348,089","348,089"
11.09.2020,"17,000.00","17,000.00","16,800.00","16,896.45",0.97,141,"2,382,400","2,382,400"
10.09.2020,"16,700.00","16,800.00","16,700.00","16,733.33",0.80,24,"401,600","401,600"
09.09.2020,"16,600.00","16,600.00","16,600.00","16,600.00",0.58,22,"365,200","365,200"
04.09.2020,"16,500.00","16,509.00","16,500.00","16,505.00",-2.34,9,"148,545","148,545"
03.09.2020,"16,900.00","16,900.00","16,900.00","16,900.00",0.00,108,"1,825,200","12,715,200"
02.09.2020,"16,900.00","16,900.00","16,900.00","16,900.00",0.00,122,"2,061,800","2,061,800"
31.08.2020,"16,900.00","16,900.00","16,900.00","16,900.00",0.00,111,"1,875,900","1,875,900"
27.08.2020,"16,900.00","16,900.00","16,900.00","16,900.00",0.00,34,"574,600","574,600"
25.08.2020,"16,900.00","16,900.00","16,900.00","16,900.00",0.07,6,"101,400","101,400"
20.08.2020,"16,900.00","16,900.00","16,810.00","16,887.59",3.61,29,"489,740","489,740"
18.08.2020,"16,300.00","16,300.00","16,100.00","16,299.72",-4.06,718,"11,703,200","11,703,200"
17.08.2020,"16,990.00","16,990.00","16,989.00","16,989.71",0.00,35,"594,640","594,640"
14.08.2020,"16,990.00","16,990.00","16,990.00","16,990.00",-0.06,20,"339,800","339,800"
13.08.2020,"17,000.00","17,000.00","17,000.00","17,000.00",0.00,1,"17,000","17,000"
12.08.2020,"17,000.00","17,000.00","17,000.00","17,000.00",-2.30,220,"3,740,000","3,740,000"
07.08.2020,"17,400.00","17,400.00","17,400.00","17,400.00",0.29,10,"174,000","174,000"
30.07.2020,"17,350.00","17,350.00","17,350.00","17,350.00",-1.98,10,"173,500","173,500"
27.07.2020,"17,700.00","17,700.00","17,699.00","17,699.87",1.12,23,"407,097","407,097"
23.07.2020,"17,670.00","17,670.00","17,500.00","17,503.19",2.01,163,"2,853,020","2,853,020"
22.07.2020,"17,301.00","17,301.00","17,000.00","17,158.59",2.50,128,"2,196,300","2,196,300"
21.07.2020,"16,740.00","16,740.00","16,740.00","16,740.00",1.38,10,"167,400","167,400"
20.07.2020,"16,600.00","16,600.00","16,500.00","16,512.37",0.07,152,"2,509,880","2,509,880"
17.07.2020,"16,500.00","16,500.00","16,500.00","16,500.00",0.00,40,"660,000","660,000"
14.07.2020,"16,500.00","16,500.00","16,500.00","16,500.00",0.92,7,"115,500","115,500"
13.07.2020,"16,350.00","16,350.00","16,350.00","16,350.00",-0.61,35,"572,250","572,250"
09.07.2020,"16,450.00","16,450.00","16,450.00","16,450.00",2.73,10,"164,500","164,500"
03.07.2020,"16,013.00","16,013.00","16,013.00","16,013.00",-0.37,33,"528,429","528,429"
02.07.2020,"16,300.00","16,300.00","16,050.00","16,072.32",0.36,112,"1,800,100","1,800,100"
01.07.2020,"16,015.00","16,015.00","16,015.00","16,015.00",0.09,2,"32,030","32,030"
26.06.2020,"16,000.00","16,000.00","16,000.00","16,000.00",-0.23,54,"864,000","864,000"
25.06.2020,"16,010.00","16,100.00","16,010.00","16,036.25",-0.09,500,"8,018,123","8,018,123"
22.06.2020,"16,050.00","16,050.00","16,050.00","16,050.00",0.25,100,"1,605,000","1,605,000"
19.06.2020,"16,020.00","16,020.00","16,005.00","16,010.45",0.05,55,"880,575","880,575"
18.06.2020,"16,010.00","16,010.00","16,000.00","16,002.45",-0.55,302,"4,832,740","6,845,240"
17.06.2020,"16,200.00","16,200.00","16,000.00","16,090.91",0.15,33,"531,000","531,000"
16.06.2020,"16,000.00","16,100.00","16,000.00","16,066.67",-0.21,30,"482,000","482,000"
12.06.2020,"16,100.00","16,100.00","16,099.00","16,099.80",-0.41,50,"804,990","804,990"
11.06.2020,"16,200.00","16,200.00","16,100.00","16,166.67",-0.22,30,"485,000","485,000"
10.06.2020,"16,202.00","16,202.00","16,202.00","16,202.00",0.01,4,"64,808","64,808"
09.06.2020,"16,200.00","16,200.00","16,200.00","16,200.00",-1.82,13,"210,600","210,600"
08.06.2020,"16,500.00","16,500.00","16,500.00","16,500.00",1.85,35,"577,500","577,500"
04.06.2020,"16,200.00","16,200.00","16,200.00","16,200.00",-2.99,2,"32,400","32,400"
03.06.2020,"16,700.00","16,700.00","16,700.00","16,700.00",2.45,5,"83,500","83,500"
01.06.2020,"16,300.00","16,300.00","16,300.00","16,300.00",1.23,17,"277,100","277,100"
29.05.2020,"16,100.00","16,150.00","16,100.00","16,102.00",-1.21,200,"3,220,400","3,220,400"
27.05.2020,"16,300.00","16,300.00","16,300.00","16,300.00",0.93,10,"163,000","163,000"
26.05.2020,"16,150.00","16,150.00","16,150.00","16,150.00",-0.92,10,"161,500","161,500"
22.05.2020,"16,299.00","16,300.00","16,299.00","16,299.91",-0.62,113,"1,841,890","1,841,890"
21.05.2020,"16,401.00","16,401.00","16,401.00","16,401.00",-0.30,10,"164,010","164,010"
19.05.2020,"16,450.00","16,450.00","16,450.00","16,450.00",0.00,145,"2,385,250","2,385,250"
18.05.2020,"16,450.00","16,450.00","16,450.00","16,450.00",-0.11,250,"4,112,500","20,512,500"
15.05.2020,"16,450.00","16,500.00","16,450.00","16,468.42",-0.04,57,"938,700","938,700"
14.05.2020,"16,401.00","16,500.00","16,401.00","16,475.25",0.42,40,"659,010","659,010"
13.05.2020,"16,410.00","16,411.00","16,401.00","16,405.62",-0.57,40,"656,225","656,225"
12.05.2020,"16,500.00","16,500.00","16,500.00","16,500.00",-0.09,20,"330,000","330,000"
11.05.2020,"16,500.00","16,750.00","16,500.00","16,515.62",0.09,32,"528,500","528,500"
08.05.2020,"16,500.00","16,500.00","16,500.00","16,500.00",0.91,19,"313,500","313,500"
07.05.2020,"16,351.00","16,351.00","16,351.00","16,351.00",-0.02,10,"163,510","163,510"
06.05.2020,"16,355.00","16,355.00","16,355.00","16,355.00",0.78,1,"16,355","16,355"
05.05.2020,"16,330.00","16,330.00","16,100.00","16,228.58",-1.20,113,"1,833,830","1,833,830"
04.05.2020,"16,301.00","16,450.00","16,301.00","16,425.39",-2.83,56,"919,822","919,822"
30.04.2020,"16,450.00","17,357.00","16,450.00","16,903.50",3.32,20,"338,070","338,070"
29.04.2020,"16,500.00","16,500.00","16,300.00","16,359.70",2.80,99,"1,619,610","1,619,610"
28.04.2020,"16,000.00","16,000.00","15,861.00","15,914.32",1.99,160,"2,546,291","2,546,291"
27.04.2020,"15,746.00","15,746.00","15,585.00","15,603.86",2.07,36,"561,739","561,739"
24.04.2020,"15,499.00","15,499.00","15,100.00","15,288.12",-0.24,274,"4,188,945","4,188,945"
23.04.2020,"15,400.00","15,400.00","15,300.00","15,324.71",-0.15,385,"5,900,013","5,900,013"
22.04.2020,"15,400.00","15,400.00","15,300.00","15,347.54",0.95,122,"1,872,400","1,872,400"
21.04.2020,"15,200.00","15,300.00","15,200.00","15,202.79",0.00,685,"10,413,910","10,413,910"
16.04.2020,"15,300.00","15,300.00","15,200.00","15,203.51",-0.87,285,"4,333,000","4,333,000"
15.04.2020,"15,350.00","15,350.00","15,250.00","15,336.84",1.01,114,"1,748,400","1,748,400"
14.04.2020,"15,100.00","15,500.00","15,100.00","15,184.20",-1.92,50,"759,210","759,210"
13.04.2020,"15,400.00","15,500.00","15,300.00","15,481.22",-0.16,223,"3,452,311","3,452,311"
09.04.2020,"15,500.00","15,950.00","15,500.00","15,505.51",-1.86,178,"2,759,980","2,759,980"
08.04.2020,"15,300.00","16,000.00","15,300.00","15,798.82",0.81,85,"1,342,900","1,342,900"
07.04.2020,"16,250.00","16,250.00","15,100.00","15,671.74",5.69,193,"3,024,645","3,024,645"
06.04.2020,"14,999.00","14,999.00","14,600.00","14,828.00",2.95,35,"518,980","518,980"
03.04.2020,"14,408.00","14,408.00","14,400.00","14,403.00",2.96,16,"230,448","230,448"
02.04.2020,"13,989.00","13,989.00","13,989.00","13,989.00",-0.34,50,"699,450","699,450"
01.04.2020,"13,950.00","14,250.00","13,950.00","14,037.04",1.15,214,"3,003,926","3,003,926"
31.03.2020,"13,878.00","13,878.00","13,878.00","13,878.00",10.00,135,"1,873,530","1,873,530"
30.03.2020,"12,800.00","13,076.00","12,203.00","12,616.92",-3.58,546,"6,888,836","6,888,836"
27.03.2020,"13,086.00","13,086.00","13,086.00","13,086.00",-10.00,602,"7,877,772","7,877,772"
26.03.2020,"14,540.00","14,540.00","14,540.00","14,540.00",-10.00,229,"3,329,660","7,153,680"
25.03.2020,"16,300.00","16,381.00","16,000.00","16,154.84",0.10,516,"8,335,896","8,335,896"
24.03.2020,"16,200.00","16,200.00","16,034.00","16,139.10",2.15,187,"3,018,012","3,018,012"
23.03.2020,"15,768.00","15,950.00","15,768.00","15,799.01",-4.81,494,"7,804,713","7,804,713"
20.03.2020,"16,650.00","16,777.00","15,990.00","16,597.76",3.87,672,"11,153,695","11,153,695"
19.03.2020,"15,800.00","16,199.00","15,800.00","15,979.94",-2.81,440,"7,031,174","7,031,174"
18.03.2020,"16,000.00","16,890.00","15,999.00","16,442.11",2.21,682,"11,213,516","11,213,516"
17.03.2020,"16,086.00","16,086.00","16,086.00","16,086.00",5.00,80,"1,286,880","1,286,880"
16.03.2020,"15,301.00","16,491.00","15,301.00","15,320.43",-9.88,866,"13,267,491","13,267,491"
13.03.2020,"16,800.00","17,200.00","16,800.00","17,000.69",4.15,"1,142","19,414,789","19,414,789"
12.03.2020,"16,201.00","17,000.00","16,200.00","16,323.99",-9.31,190,"3,101,559","3,101,559"
11.03.2020,"18,000.00","18,000.00","18,000.00","18,000.00",0.17,313,"5,634,000","5,634,000"
10.03.2020,"17,990.00","18,004.00","17,899.00","17,968.59",0.95,803,"14,428,774","14,428,774"
09.03.2020,"17,500.00","18,223.00","17,500.00","17,800.12",-5.25,693,"12,335,482","12,335,482"
06.03.2020,"18,655.00","18,800.00","18,655.00","18,786.05",0.86,117,"2,197,968","2,197,968"
05.03.2020,"18,600.00","18,800.00","18,600.00","18,626.59",-1.38,173,"3,222,400","3,222,400"
04.03.2020,"18,999.00","19,000.00","18,799.00","18,886.95",2.65,203,"3,834,050","3,834,050"
03.03.2020,"18,400.00","18,400.00","18,400.00","18,400.00",0.73,110,"2,024,000","2,024,000"
02.03.2020,"18,220.00","18,500.00","18,200.00","18,266.36",1.52,669,"12,220,194","36,232,374"
28.02.2020,"18,000.00","18,001.00","17,899.00","17,992.70",1.41,594,"10,687,663","28,687,663"
27.02.2020,"17,900.00","18,100.00","17,648.00","17,741.83",-2.48,290,"5,145,130","5,145,130"
26.02.2020,"18,150.00","18,418.00","18,100.00","18,193.27",-4.18,260,"4,730,250","4,730,250"
24.02.2020,"18,700.00","19,001.00","18,700.00","18,987.18",-1.11,186,"3,531,615","3,531,615"
19.02.2020,"19,200.00","19,200.00","19,200.00","19,200.00",-1.03,50,"960,000","960,000"
18.02.2020,"19,400.00","19,400.00","19,400.00","19,400.00",0.00,22,"426,800","426,800"
17.02.2020,"19,400.00","19,400.00","19,400.00","19,400.00",0.00,7,"135,800","135,800"
14.02.2020,"19,400.00","19,400.00","19,400.00","19,400.00",1.57,6,"116,400","116,400"
13.02.2020,"19,100.00","19,100.00","19,100.00","19,100.00",0.53,3,"57,300","57,300"
12.02.2020,"19,000.00","19,000.00","19,000.00","19,000.00",0.00,126,"2,394,000","2,394,000"
11.02.2020,"19,000.00","19,000.00","18,999.00","18,999.96",2.70,156,"2,963,994","2,963,994"
10.02.2020,"18,500.00","18,502.00","18,500.00","18,500.97",-0.01,34,"629,033","629,033"
07.02.2020,"18,500.00","18,530.00","18,500.00","18,503.39",1.24,230,"4,255,780","4,255,780"
06.02.2020,"18,349.00","18,350.00","18,150.00","18,276.54",1.35,169,"3,088,735","3,088,735"
04.02.2020,"18,002.00","18,100.00","18,002.00","18,032.52",0.03,144,"2,596,683","2,596,683"
