Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
25.10.2018,"1,200.00","1,200.00","1,200.00","1,200.00",570.39,80,"96,000","96,000"
21.12.2016,179.00,179.00,179.00,179.00,0,"6,931","1,240,649","1,240,649"
19.12.2016,0,0,0,0,0,0,0,"2,497,343"
